['bright', 'green', 'action', 'black', 'dark']
['grass', 'field', 'grassy', 'green', 'small']
['sign', 'pastries', 'lights', 'black', 'lit']
['showing', 'woman', 'pictures', 'lays', 'photos']
['man', 'picture', 'people', 'riding', 'sitting']
['man', 'skateboarding', 'person', 'standing', 'park']
['field', 'game', 'ball', 'players', 'player']
['man', 'wearing', 'holding', 'outfit', 'picture']
['showing', 'white', 'sign', 'picture', 'female']
['hair', 'talking', 'blue', 'woman', 'keyboard']
['giraffe', 'sign', 'reaching', 'young', 'standing']
['hydrant', 'shopping', 'standing', 'grey', 'street']
['statue', 'picture', 'man', 'phone', 'holding']
['camera', 'woman', 'smiling', 'young', 'posing']
['flying', 'snow', 'trees', 'field', 'sun']
['showing', 'leaves', 'screen', 'sky', 'picture']
['bird', 'shorts', 'sign', 'black', 'skateboard']
['green', 'bathroom', 'baseball', 'office', 'bright']
['laying', 'dog', 'sitting', 'large', 'brown']
['black', 'sign', 'photo', 'white', 'man']
['sign', 'black', 'business', 'picture', 'signs']
['head', 'man', 'smiling', 'person', 'photo']
['swinging', 'player', 'man', 'red', 'picture']
['dress', 'posing', 'woman', 'picture', 'kneeling']
['black', 'sign', 'wooden', 'dogs', 'sitting']
['woman', 'fancy', 'gold', 'women', 'holding']
['group', 'people', 'men', 'sitting', 'family']
['building', 'tall', 'sign', 'pink', 'black']
['pastries', 'cups', 'man', 'doughnut', 'winter']
['snowboarder', 'cover', 'man', 'wearing', 'ski']
['sky', 'skiing', 'hat', 'snow', 'sitting']
['man', 'laying', 'person', 'lying', 'holding']
['cover', 'bathroom', 'book', 'picture', 'showing']
['sitting', 'showing', 'picture', 'book', 'black']
['sign', 'red', 'sheet', 'book', 'christmas']
['motorcycle', 'racing', 'lies', 'black', 'various']
['train', 'station', 'area', 'round', 'center']
['pink', 'carpet', 'doughnuts', 'ties', 'sign']
['motorcycle', 'skiers', 'ski', 'woman', 'bike']
['group', 'people', 'standing', 'photo', 'women']
['winter', 'cap', 'hat', 'wearing', 'double']
['flying', 'landing', 'plane', 'sky', 'airplane']
['person', 'man', 'hand', 'black', 'holding']
['bedroom', 'sign', 'phone', 'hand', 'jacket']
['green', 'salad', 'jumps', 'carrots', 'bathroom']
['tie', 'pink', 'wearing', 'young', 'girl']
['pink', 'pasture', 'zebras', 'sky', 'sign']
['bathroom', 'picture', 'showing', 'vintage', 'alongside']
['vintage', 'showing', 'traffic', 'window', 'picture']
['sign', 'people', 'atop', 'large', 'signs']
['snow', 'snowy', 'covered', 'curb', 'trees']
['flying', 'night', 'sky', 'high', 'air']
['woman', 'posing', 'girl', 'beautiful', 'head']
['ripe', 'gray', 'commercial', 'black', 'sign']
['ripe', 'picture', 'commuter', 'says', 'sky']
['glasses', 'pier', 'water', 'animals', 'ripe']
['man', 'woman', 'blue', 'player', 'holding']
['bathroom', 'clocks', 'showing', 'bird', 'water']
['paper', 'sitting', 'boxes', 'white', 'small']
['train', 'traffic', 'vehicle', 'picture', 'pictures']
['sitting', 'water', 'near', 'line', 'river']
['sitting', 'woman', 'man', 'talking', 'room']
['painting', 'photo', 'showing', 'sea', 'various']
['flying', 'picture', 'sky', 'says', 'showing']
['black', 'man', 'white', 'standing', 'sitting']
['picture', 'sandwich', 'wearing', 'man', 'holding']
['vintage', 'pictures', 'picture', 'yellow', 'stuffed']
['man', 'ripe', 'ear', 'posing', 'happy']
['birds', 'water', 'flying', 'fly', 'mountain']
['control', 'photograph', 'picture', 'shown', 'screen']
['signs', 'picture', 'writing', 'lights', 'colored']
['yellow', 'pair', 'table', 'surfboard', 'sitting']
['signs', 'directions', 'sign', 'different', 'dog']
['jump', 'man', 'trick', 'houses', 'person']
['pose', 'posing', 'woman', 'hair', 'smiling']
['picture', 'stuffed', 'photograph', 'says', 'posing']
['field', 'grassy', 'green', 'grass', 'flying']
['statue', 'horse', 'like', 'picture', 'brown']
['man', 'woman', 'cell', 'standing', 'person']
['man', 'racket', 'picture', 'pictures', 'wearing']
['chips', 'different', 'sitting', 'decorated', 'pan']
['jump', 'skateboard', 'picture', 'trick', 'river']
['yellow', 'pastry', 'sitting', 'picture', 'table']
['neck', 'young', 'head', 'hair', 'face']
['people', 'group', 'man', 'men', 'standing']
['blue', 'showing', 'image', 'picture', 'set']
['suitcases', 'train', 'board', 'sitting', 'station']
['bathroom', 'office', 'shorts', 'picture', 'tan']
['picture', 'potatoes', 'zebras', 'sky', 'colors']
['purple', 'showing', 'dark', 'bunch', 'brown']
['dark', 'lights', 'light', 'sky', 'red']
['kite', 'flying', 'man', 'standing', 'men']
['bathroom', 'smart', 'alongside', 'commuter', 'sign']
['man', 'phone', 'picture', 'showing', 'surfboard']
['mountains', 'tv', 'sitting', 'picture', 'table']
['man', 'tie', 'american', 'face', 'close']
['blue', 'business', 'night', 'white', 'black']
['showing', 'pitcher', 'picture', 'color', 'photo']
['lies', 'parked', 'laying', 'car', 'sidewalk']
['standing', 'posing', 'group', 'people', 'wine']
['paper', 'white', 'pen', 'flat', 'image']
['picture', 'cross', 'coffee', 'crossing', 'sign']
['alongside', 'skating', 'picture', 'bathroom', 'bright']
['hair', 'neck', 'wearing', 'clean', 'woman']
['group', 'crowd', 'bunch', 'watch', 'tennis']
['sign', 'snowboarding', 'eyes', 'gray', 'black']
['keyboard', 'man', 'using', 'laptop', 'chocolate']
['ocean', 'airplane', 'large', 'distance', 'near']
['ripe', 'picture', 'says', 'scissors', 'bathroom']
['group', 'people', 'posing', 'cups', 'sitting']
['baby', 'chocolate', 'young', 'little', 'girl']
['building', 'busy', 'sign', 'large', 'people']
['screen', 'sign', 'green', 'mounted', 'surfing']
['says', 'sign', 'red', 'closeup', 'tray']
['purple', 'person', 'sign', 'holding', 'hand']
['showing', 'picture', 'commuter', 'ship', 'restroom']
['posing', 'standing', 'holding', 'smiling', 'pose']
['sign', 'cellphone', 'street', 'signs', 'garage']
['man', 'photograph', 'picture', 'wearing', 'takes']
['man', 'wearing', 'hat', 'sign', 'photo']
['man', 'steps', 'sign', 'talking', 'cover']
['reads', 'birds', 'nose', 'hillside', 'closed']
['umbrella', 'holding', 'rain', 'ladies', 'street']
['cat', 'eyes', 'black', 'sitting', 'laying']
['man', 'wearing', 'tie', 'suit', 'photo']
['street', 'car', 'parked', 'snow', 'railing']
['sandwich', 'bread', 'box', 'food', 'various']
['games', 'man', 'look', 'glasses', 'net']
['directions', 'large', 'wave', 'road', 'different']
['cup', 'white', 'bowl', 'person', 'sauce']
['wearing', 'picture', 'shelf', 'book', 'posing']
['man', 'make', 'shot', 'wave', 'photo']
['woman', 'red', 'girl', 'standing', 'holding']
['dog', 'brown', 'face', 'large', 'sitting']
['boxes', 'corner', 'bags', 'work', 'laptop']
['pink', 'paper', 'colored', 'atop', 'street']
['brushing', 'face', 'look', 'eyes', 'clean']
['uniforms', 'flag', 'group', 'red', 'player']
['laptop', 'sitting', 'desk', 'computers', 'table']
['hair', 'eyes', 'cellphone', 'posing', 'picture']
['posing', 'standing', 'women', 'smiling', 'picture']
['sandy', 'dirty', 'motorcycle', 'bathroom', 'sink']
['court', 'net', 'people', 'men', 'standing']
['picture', 'posing', 'camera', 'wearing', 'showing']
['man', 'posing', 'young', 'photo', 'holding']
['bird', 'picture', 'bathroom', 'mushrooms', 'showing']
['man', 'blue', 'hat', 'male', 'shirt']
['ripe', 'cover', 'picture', 'photos', 'photo']
['green', 'blue', 'sitting', 'table', 'cup']
['broccoli', 'cake', 'sitting', 'overhead', 'device']
['plate', 'dessert', 'cut', 'white', 'piece']
['man', 'smiling', 'camera', 'white', 'picture']
['dark', 'black', 'photograph', 'traffic', 'sky']
['ocean', 'water', 'beach', 'surf', 'surfboard']
['ocean', 'sky', 'airplane', 'commercial', 'flying']
['teeth', 'face', 'brushing', 'bananas', 'green']
['wii', 'video', 'mouse', 'controllers', 'playing']
['pool', 'public', 'containers', 'set', 'showing']
['red', 'seen', 'sitting', 'doors', 'small']
['hydrant', 'rests', 'sign', 'track', 'railroad']
['person', 'smart', 'using', 'hand', 'donut']
['man', 'holding', 'wine', 'camera', 'hands']
['piece', 'snowy', 'red', 'bird', 'beach']
['showing', 'screen', 'people', 'picture', 'different']
['building', 'lawn', 'house', 'large', 'park']
['building', 'wall', 'signs', 'sign', 'window']
['players', 'baseball', 'game', 'pitch', 'player']
['dog', 'frisbee', 'brown', 'leash', 'grass']
['ripe', 'bathroom', 'picture', 'bright', 'eyes']
['man', 'standing', 'orange', 'photo', 'holding']
['man', 'picture', 'phone', 'photo', 'donut']
['doorway', 'standing', 'coat', 'man', 'woman']
['player', 'baseball', 'players', 'uniform', 'ball']
['sign', 'picture', 'showing', 'signs', 'posing']
['man', 'jacket', 'black', 'wearing', 'tie']
['train', 'road', 'yellow', 'street', 'near']
['noodles', 'pasta', 'bowl', 'rice', 'cheese']
['standing', 'woman', 'posing', 'black', 'coat']
['picture', 'photo', 'man', 'posing', 'white']
['sign', 'people', 'street', 'underneath', 'reads']
['sign', 'blue', 'screen', 'bus', 'rest']
['group', 'yellow', 'people', 'man', 'sitting']
['table', 'topped', 'piece', 'trays', 'cloth']
['smart', 'sign', 'scissors', 'make', 'snowboard']
['baseball', 'players', 'man', 'people', 'group']
['curtain', 'screen', 'window', 'book', 'teeth']
['white', 'seat', 'car', 'photo', 'bus']
['hat', 'dog', 'animal', 'wearing', 'brown']
['decorated', 'picture', 'bed', 'sitting', 'city']
['snowboarding', 'man', 'sitting', 'people', 'doing']
['showing', 'appliances', 'smart', 'picture', 'donut']
['vase', 'table', 'glass', 'cake', 'wood']
['woman', 'hair', 'brushing', 'pretty', 'looking']
['statue', 'grey', 'wearing', 'woman', 'dress']
['dress', 'holding', 'standing', 'white', 'bat']
['photograph', 'box', 'like', 'book', 'picture']
['sitting', 'television', 'white', 'room', 'flat']
['posing', 'wearing', 'woman', 'holding', 'head']
['painting', 'sea', 'vintage', 'palm', 'farm']
['man', 'blue', 'hat', 'shirt', 'wearing']
['people', 'standing', 'man', 'men', 'sign']
['cars', 'car', 'parking', 'street', 'city']
['face', 'air', 'cup', 'black', 'blue']
['park', 'bench', 'water', 'area', 'outside']
['sandwich', 'plate', 'food', 'sitting', 'dog']
['wrapped', 'cloth', 'sitting', 'rests', 'old']
['surfboard', 'object', 'someones', 'holding', 'person']
['young', 'woman', 'girl', 'sitting', 'little']
['pictures', 'man', 'color', 'young', 'sitting']
['sign', 'bathroom', 'vintage', 'happy', 'smart']
['ripe', 'commuter', 'deep', 'beneath', 'eyes']
['group', 'standing', 'woman', 'women', 'people']
['posing', 'standing', 'picture', 'poses', 'smiling']
['posing', 'man', 'picture', 'sitting', 'men']
['beach', 'skateboarding', 'sand', 'road', 'board']
['mouse', 'white', 'plane', 'keyboard', 'remote']
['kind', 'tennis', 'black', 'shoes', 'sitting']
['tie', 'man', 'blue', 'wearing', 'suit']
['people', 'group', 'crowd', 'herd', 'wall']
['showing', 'bright', 'blue', 'cat', 'picture']
['people', 'sitting', 'women', 'men', 'holding']
['sitting', 'yellow', 'picture', 'photograph', 'photo']
['city', 'streets', 'residential', 'shot', 'lights']
['pictures', 'pastry', 'picture', 'net', 'photo']
['pink', 'wedding', 'red', 'hydrant', 'sitting']
['sign', 'photo', 'black', 'white', 'paper']
['boarder', 'baseball', 'pillows', 'sign', 'black']
['lights', 'sitting', 'traffic', 'umbrella', 'using']
['smiling', 'woman', 'picture', 'face', 'posing']
['ripe', 'picture', 'bathroom', 'sink', 'banana']
['older', 'sitting', 'man', 'working', 'laptop']
['blue', 'young', 'talking', 'phone', 'cell']
['ocean', 'surfboard', 'surf', 'surfer', 'middle']
['cover', 'yellow', 'cloth', 'box', 'dark']
['different', 'kites', 'various', 'picture', 'wine']
['dark', 'traffic', 'ear', 'picture', 'clock']
['group', 'gathered', 'display', 'large', 'posing']
['river', 'railroad', 'field', 'track', 'snow']
['man', 'sitting', 'screen', 'playing', 'room']
['eyes', 'dog', 'brown', 'someones', 'close']
['sign', 'soup', 'blue', 'sea', 'road']
['bathroom', 'picture', 'waves', 'beach', 'paper']
['woman', 'stuffed', 'man', 'sitting', 'wearing']
['screen', 'enjoying', 'blue', 'passenger', 'large']
['man', 'picture', 'surfboard', 'person', 'photo']
['group', 'military', 'dirt', 'posing', 'people']
['pizza', 'pepperoni', 'cheese', 'cut', 'table']
['man', 'men', 'wedding', 'playing', 'women']
['man', 'pointing', 'swinging', 'surfer', 'sign']
['room', 'group', 'sitting', 'computers', 'television']
['sign', 'holding', 'man', 'reading', 'woman']
['woman', 'sunglasses', 'pink', 'box', 'lady']
['bowl', 'stuff', 'cup', 'filled', 'big']
['bathroom', 'commuter', 'picture', 'smart', 'phone']
['group', 'people', 'sitting', 'riding', 'young']
['woman', 'girl', 'holding', 'hat', 'wearing']
['stacked', 'sale', 'filled', 'photo', 'boat']
['man', 'sign', 'giant', 'black', 'standing']
['group', 'men', 'playing', 'people', 'standing']
['bench', 'white', 'standing', 'leash', 'drinking']
['remote', 'blanket', 'man', 'bat', 'black']
['head', 'wearing', 'face', 'lift', 'picture']
['tree', 'underneath', 'standing', 'laying', 'trees']
['breakfast', 'man', 'making', 'woman', 'colorful']
['man', 'wearing', 'player', 'staring', 'hat']
['man', 'sitting', 'riding', 'yellow', 'street']
['man', 'photo', 'black', 'wearing', 'photograph']
['bunch', 'group', 'picture', 'different', 'brown']
['woman', 'man', 'bag', 'cover', 'wearing']
['man', 'says', 'staring', 'baseball', 'player']
['sitting', 'ground', 'man', 'cell', 'laying']
['bathroom', 'office', 'shorts', 'gray', 'baseball']
['sitting', 'man', 'reads', 'couch', 'chair']
['boarder', 'sign', 'baseball', 'black', 'pillows']
['suit', 'tie', 'wearing', 'man', 'black']
['man', 'wearing', 'holding', 'woman', 'phone']
['uniform', 'suit', 'man', 'blue', 'woman']
['man', 'black', 'wearing', 'shirt', 'holding']
['woman', 'tie', 'female', 'smiling', 'wearing']
['purple', 'woman', 'wearing', 'girl', 'shirt']
['blue', 'clean', 'railroad', 'sign', 'crossing']
['pose', 'posing', 'sitting', 'young', 'black']
['posing', 'standing', 'women', 'shorts', 'photo']
['green', 'screen', 'showing', 'bird', 'resting']
['bed', 'hotel', 'bedroom', 'closed', 'sitting']
['bananas', 'lights', 'yellow', 'restaurant', 'fruit']
['man', 'standing', 'shirt', 'holding', 'grass']
['street', 'standing', 'poses', 'man', 'tie']
['sheet', 'bird', 'commercial', 'bunch', 'black']
['man', 'holding', 'woman', 'person', 'wearing']
['riding', 'skiing', 'man', 'people', 'fun']
['people', 'black', 'group', 'sitting', 'riding']
['water', 'large', 'boat', 'ocean', 'flying']
['birds', 'flock', 'grazing', 'refrigerator', 'white']
['smoke', 'sky', 'cloudy', 'traffic', 'city']
['boy', 'sitting', 'bicycles', 'kid', 'child']
['picture', 'bird', 'showing', 'bathroom', 'photo']
['screen', 'sky', 'sand', 'ocean', 'tall']
['men', 'standing', 'uniforms', 'wearing', 'hats']
['pink', 'luggage', 'cloth', 'bag', 'bags']
['man', 'wearing', 'holding', 'white', 'head']
['green', 'colorful', 'color', 'bright', 'bush']
['woman', 'standing', 'holding', 'talking', 'looking']
['purple', 'bathroom', 'eyes', 'bright', 'salad']
['wearing', 'tie', 'man', 'smiling', 'picture']
['group', 'people', 'players', 'standing', 'men']
['pictures', 'picture', 'man', 'photos', 'people']
['man', 'sign', 'picture', 'bird', 'posing']
['scissors', 'black', 'dark', 'glasses', 'picture']
['man', 'standing', 'black', 'walking', 'woman']
['orange', 'carrots', 'bus', 'street', 'sitting']
['hitting', 'court', 'ball', 'park', 'game']
['things', 'television', 'picture', 'photo', 'sitting']
['face', 'box', 'man', 'paper', 'sign']
['tv', 'man', 'screen', 'smart', 'clothes']
['blue', 'sign', 'tv', 'stop', 'suitcase']
['dog', 'black', 'mouth', 'head', 'standing']
['slope', 'coming', 'skier', 'white', 'military']
['green', 'woman', 'cover', 'picture', 'person']
['sign', 'dark', 'black', 'make', 'leaning']
['city', 'view', 'large', 'town', 'lots']
['picture', 'showing', 'screen', 'different', 'multiple']
['bathroom', 'alongside', 'commuter', 'vintage', 'picture']
['girl', 'woman', 'tennis', 'white', 'black']
['picture', 'face', 'flying', 'air', 'close']
['person', 'black', 'man', 'dark', 'board']
['scissors', 'dark', 'black', 'picture', 'sky']
['man', 'looking', 'photograph', 'player', 'photo']
['sign', 'wearing', 'cover', 'writing', 'wall']
['ties', 'sign', 'case', 'paper', 'suitcase']
['woman', 'hair', 'girl', 'dark', 'wearing']
['colors', 'sky', 'traffic', 'surfboard', 'banana']
['piece', 'display', 'glass', 'white', 'picture']
['bed', 'pillows', 'person', 'someones', 'laying']
['sitting', 'dishes', 'table', 'shoes', 'wooden']
['desert', 'woman', 'mountain', 'phone', 'red']
['neck', 'book', 'ties', 'picture', 'pictures']
['picture', 'dark', 'black', 'standing', 'bathroom']
['holding', 'woman', 'man', 'party', 'people']
['ripe', 'eyes', 'picture', 'says', 'bathroom']
['cat', 'black', 'white', 'wearing', 'showing']
['towel', 'woman', 'street', 'disc', 'standing']
['white', 'street', 'sitting', 'black', 'photograph']
['writing', 'night', 'umbrella', 'table', 'purple']
['laptop', 'kind', 'device', 'girl', 'like']
['man', 'drink', 'holding', 'hat', 'doughnuts']
['beneath', 'showing', 'black', 'background', 'bird']
['man', 'sitting', 'nintendo', 'roof', 'hand']
['green', 'kites', 'happy', 'sky', 'picture']
['hydrant', 'street', 'building', 'sign', 'red']
['sign', 'eyes', 'bright', 'giving', 'green']
['eyes', 'bunch', 'baseball', 'closed', 'pink']
['man', 'young', 'picture', 'sign', 'playing']
['signal', 'umbrellas', 'filled', 'market', 'flowers']
['woman', 'lady', 'holding', 'smiling', 'hair']
['tennis', 'man', 'shorts', 'standing', 'young']
['woman', 'girl', 'bathroom', 'floor', 'sitting']
['parade', 'tv', 'screen', 'fashioned', 'decorated']
['keyboard', 'flock', 'screen', 'smart', 'phone']
['man', 'phone', 'picture', 'black', 'car']
['bush', 'atop', 'showing', 'flight', 'suit']
['posing', 'smiling', 'pose', 'picture', 'group']
['man', 'chocolate', 'wearing', 'coat', 'photo']
['pictures', 'showing', 'different', 'closeup', 'picture']
['tower', 'clock', 'large', 'house', 'brick']
['flock', 'features', 'left', 'statue', 'bunch']
['man', 'face', 'tie', 'picture', 'wearing']
['red', 'shoes', 'box', 'book', 'pitcher']
