['water', 'waters', 'dark', 'large', 'background']
['glasses', 'looking', 'standing', 'picture', 'staring']
['flock', 'picture', 'airplanes', 'bunch', 'group']
['blue', 'fenced', 'resting', 'airplane', 'sign']
['woman', 'beautiful', 'lady', 'girl', 'smiling']
['ties', 'different', 'wearing', 'group', 'shows']
['umbrella', 'sky', 'blue', 'tall', 'eating']
['picture', 'bathroom', 'town', 'black', 'bright']
['sign', 'box', 'red', 'underneath', 'subway']
['man', 'photos', 'picture', 'photo', 'showing']
['flowers', 'pictures', 'photos', 'color', 'pink']
['control', 'white', 'tan', 'mushrooms', 'picture']
['woman', 'sunglasses', 'wearing', 'girl', 'pretty']
['photos', 'people', 'skis', 'man', 'working']
['chips', 'broccoli', 'birthday', 'bottle', 'bag']
['sign', 'pickup', 'road', 'street', 'sitting']
['bathroom', 'picture', 'potatoes', 'showing', 'smart']
['road', 'people', 'showing', 'man', 'plastic']
['bathroom', 'fancy', 'office', 'picture', 'silver']
['sign', 'painting', 'photo', 'black', 'picture']
['blue', 'eyes', 'bright', 'sign', 'giving']
['ties', 'man', 'reading', 'talking', 'picture']
['uniforms', 'men', 'group', 'hotdog', 'man']
['wearing', 'picture', 'man', 'photograph', 'bite']
['sign', 'man', 'farm', 'posing', 'commercial']
['screen', 'showing', 'paper', 'lays', 'tracks']
['group', 'standing', 'ties', 'people', 'posing']
['painting', 'square', 'paper', 'model', 'sitting']
['ripe', 'vintage', 'sink', 'bathroom', 'appliances']
['sign', 'signs', 'beneath', 'bunch', 'highway']
['field', 'lawn', 'people', 'baseball', 'park']
['scissors', 'gray', 'picture', 'ripe', 'black']
['use', 'picture', 'sign', 'black', 'photo']
['vintage', 'swinging', 'bat', 'picture', 'wearing']
['dark', 'cellphone', 'night', 'closeup', 'closed']
['tv', 'screen', 'sign', 'bright', 'sky']
['man', 'white', 'tennis', 'photo', 'standing']
['surfboard', 'showing', 'player', 'picture', 'box']
['man', 'sign', 'scissors', 'picture', 'wearing']
['cell', 'looking', 'red', 'sitting', 'standing']
['tv', 'television', 'screen', 'set', 'close']
['clocks', 'showing', 'screen', 'bright', 'bird']
['wave', 'used', 'showing', 'clock', 'man']
['screen', 'perched', 'showing', 'smart', 'sticking']
['pictures', 'picture', 'potatoes', 'showing', 'paper']
['phone', 'woman', 'cell', 'talking', 'using']
['bottle', 'man', 'beer', 'picture', 'young']
['sky', 'white', 'standing', 'hand', 'face']
['green', 'painting', 'concrete', 'large', 'looking']
['picture', 'bathroom', 'photo', 'vintage', 'bright']
['street', 'parked', 'intersection', 'road', 'traffic']
['clocks', 'stacked', 'bathroom', 'new', 'snowy']
['ripe', 'scissors', 'gray', 'picture', 'black']
['bathroom', 'picture', 'eyes', 'vintage', 'bright']
['sign', 'picture', 'posing', 'phone', 'photo']
['vehicle', 'airplane', 'school', 'taken', 'car']
['signs', 'different', 'scissors', 'photos', 'pictures']
['racquet', 'lights', 'yellow', 'light', 'shot']
['ripe', 'picture', 'bright', 'photo', 'stacked']
['night', 'motorcycles', 'driving', 'city', 'bus']
['sky', 'tennis', 'high', 'picture', 'photo']
['green', 'closed', 'eyes', 'bathroom', 'sign']
['swinging', 'pictures', 'picture', 'screen', 'trunk']
['picture', 'wearing', 'photo', 'man', 'like']
['sign', 'signs', 'painting', 'different', 'red']
['reading', 'coffee', 'bed', 'sitting', 'woman']
['laptop', 'phone', 'showing', 'screen', 'doing']
['pictures', 'carrots', 'sitting', 'toppings', 'different']
['screen', 'sitting', 'pen', 'open', 'person']
['man', 'yellow', 'nose', 'phone', 'face']
['showing', 'zebras', 'shopping', 'cover', 'various']
['cars', 'vehicles', 'truck', 'van', 'trucks']
['tracks', 'railroad', 'track', 'day', 'large']
['pictures', 'book', 'sky', 'different', 'shaped']
['cell', 'phone', 'screen', 'white', 'face']
['boat', 'stacked', 'sunny', 'head', 'picture']
['bathroom', 'picture', 'snowy', 'sign', 'cover']
['room', 'business', 'sitting', 'people', 'group']
['group', 'people', 'crowd', 'sitting', 'old']
['screen', 'different', 'picture', 'close', 'group']
['sign', 'bathroom', 'picture', 'photograph', 'photo']
['picture', 'zebras', 'bathroom', 'wearing', 'showing']
['vehicle', 'parked', 'rear', 'car', 'pavement']
['food', 'plate', 'sandwich', 'red', 'man']
['vintage', 'pictures', 'red', 'picture', 'hand']
['high', 'close', 'showing', 'water', 'air']
['hillside', 'sign', 'chair', 'black', 'photograph']
['wall', 'sitting', 'bottles', 'standing', 'near']
['sign', 'writing', 'signs', 'black', 'leading']
['sign', 'carrots', 'picture', 'shorts', 'black']
['blue', 'bush', 'tower', 'airplane', 'chairs']
['sidewalk', 'cement', 'street', 'lays', 'ground']
['bed', 'happy', 'sign', 'man', 'head']
['tv', 'showing', 'television', 'screen', 'set']
['bathroom', 'picture', 'vintage', 'banana', 'potatoes']
['sign', 'signs', 'display', 'town', 'writing']
['bathroom', 'gray', 'picture', 'eyes', 'black']
['ripe', 'bathroom', 'picture', 'photo', 'sink']
['people', 'group', 'court', 'net', 'standing']
['distance', 'field', 'grassy', 'grass', 'middle']
['man', 'sitting', 'smiling', 'standing', 'wearing']
['man', 'happy', 'smiling', 'picture', 'camera']
['poses', 'wearing', 'woman', 'cap', 'posing']
['does', 'picture', 'vintage', 'center', 'red']
['woman', 'man', 'wearing', 'smiling', 'using']
['clocks', 'resting', 'smart', 'sheep', 'sink']
['man', 'smiling', 'posing', 'woman', 'pictures']
['scissors', 'bright', 'picture', 'screen', 'showing']
['woman', 'standing', 'man', 'holding', 'blurry']
['picture', 'bathroom', 'sky', 'bright', 'photo']
['group', 'people', 'sit', 'sitting', 'bench']
['shorts', 'standing', 'man', 'racket', 'holding']
['clock', 'bananas', 'black', 'dry', 'broccoli']
['screen', 'sign', 'scissors', 'tv', 'picture']
['suit', 'jacket', 'man', 'wearing', 'talking']
['parked', 'building', 'parking', 'street', 'car']
['eyes', 'sign', 'blue', 'smart', 'pillows']
['screen', 'tv', 'woman', 'video', 'wii']
['water', 'lake', 'body', 'pond', 'river']
['flying', 'picture', 'left', 'face', 'close']
['woman', 'female', 'nose', 'posing', 'wearing']
['screen', 'signs', 'elephants', 'nose', 'close']
['ties', 'pictures', 'photos', 'people', 'surfers']
['sign', 'dark', 'black', 'baseball', 'gray']
['commuter', 'picture', 'scissors', 'photo', 'screen']
['mouse', 'ripe', 'picture', 'face', 'beneath']
['hillside', 'night', 'sign', 'baseball', 'closed']
['standing', 'plane', 'posing', 'young', 'airplane']
['showing', 'shelf', 'screen', 'laptop', 'picture']
['sky', 'phone', 'person', 'high', 'cell']
['picture', 'image', 'showing', 'sign', 'people']
['bathroom', 'screen', 'clocks', 'showing', 'commuter']
['skateboard', 'chair', 'photo', 'cellphone', 'phone']
['dog', 'teeth', 'small', 'neck', 'black']
['computers', 'sitting', 'people', 'screen', 'seated']
['giant', 'teeth', 'bathroom', 'picture', 'sitting']
['sign', 'window', 'yellow', 'train', 'showing']
['cover', 'man', 'sign', 'picture', 'smiling']
['bicycle', 'bike', 'leaning', 'parked', 'bicycles']
['woman', 'brushing', 'holding', 'female', 'face']
['man', 'suit', 'person', 'sitting', 'glasses']
['people', 'field', 'way', 'group', 'picture']
['pink', 'green', 'statue', 'sitting', 'bear']
['surface', 'head', 'cat', 'lies', 'decorated']
['man', 'picture', 'glasses', 'holding', 'dark']
['player', 'ball', 'man', 'blue', 'white']
['pictures', 'bananas', 'donuts', 'different', 'picture']
['bathroom', 'picture', 'eyes', 'ripe', 'gray']
['sign', 'eyes', 'bright', 'giving', 'green']
['picture', 'pictures', 'ripe', 'vintage', 'bathroom']
['man', 'racket', 'wearing', 'posing', 'smiling']
['man', 'smiling', 'posing', 'poses', 'wearing']
['picture', 'vintage', 'pictures', 'photo', 'photograph']
['sitting', 'large', 'shelf', 'sky', 'white']
['sky', 'palm', 'trees', 'tree', 'sitting']
['zebras', 'sign', 'writing', 'vintage', 'trunk']
['carrots', 'boarder', 'keyboard', 'scissors', 'sign']
['car', 'dog', 'cats', 'window', 'cat']
['apple', 'fancy', 'paper', 'picture', 'mouse']
['posing', 'man', 'picture', 'poses', 'standing']
['meter', 'steel', 'phone', 'sitting', 'clock']
['picture', 'pretty', 'old', 'man', 'blue']
['sign', 'green', 'catcher', 'says', 'blue']
['center', 'buildings', 'sitting', 'large', 'floors']
['man', 'train', 'sitting', 'holding', 'using']
['bathroom', 'office', 'eyes', 'shorts', 'sign']
['sign', 'says', 'scissors', 'ripe', 'gray']
['bathroom', 'picture', 'showing', 'pictures', 'sky']
['bathroom', 'picture', 'gray', 'ripe', 'bright']
['man', 'mans', 'head', 'face', 'close']
['picture', 'ear', 'cell', 'happy', 'phone']
['picture', 'photo', 'bear', 'black', 'skateboard']
['mushrooms', 'broccoli', 'meat', 'pasta', 'salad']
['scissors', 'ear', 'leaning', 'town', 'black']
['purple', 'pink', 'red', 'pillow', 'teddy']
['night', 'black', 'dark', 'plane', 'air']
['closeup', 'picture', 'cabinet', 'showing', 'different']
['purple', 'pink', 'brightly', 'scissors', 'girls']
['people', 'crowd', 'group', 'suitcases', 'large']
['picture', 'showing', 'gray', 'bathroom', 'photo']
['jacket', 'man', 'leading', 'holding', 'woman']
['man', 'games', 'picture', 'photo', 'wearing']
['dark', 'snowboarding', 'commercial', 'black', 'cover']
['commercial', 'sky', 'yellow', 'white', 'pole']
['ripe', 'bathroom', 'commuter', 'picture', 'floors']
['yellow', 'orange', 'sign', 'gear', 'sitting']
['eyes', 'keyboard', 'enjoying', 'harbor', 'office']
['dark', 'screen', 'pink', 'people', 'standing']
['yellow', 'breakfast', 'shaped', 'seated', 'banana']
['apple', 'yellow', 'pink', 'piece', 'light']
['scissors', 'screen', 'yellow', 'sitting', 'bear']
['head', 'woman', 'wearing', 'girl', 'hair']
['dark', 'black', 'sign', 'pointing', 'white']
['eyes', 'blue', 'skate', 'man', 'sign']
['people', 'group', 'chairs', 'room', 'large']
['birds', 'sky', 'picture', 'flying', 'photo']
['girl', 'hair', 'dark', 'young', 'pretty']
['red', 'sitting', 'looking', 'brown', 'image']
['flock', 'left', 'shot', 'table', 'mouse']
['striped', 'colorful', 'broccoli', 'screen', 'hillside']
['car', 'vehicle', 'woman', 'holding', 'young']
['ripe', 'picture', 'sky', 'scissors', 'commuter']
['green', 'blue', 'sitting', 'table', 'cup']
['sheet', 'scissors', 'slope', 'group', 'sitting']
['sky', 'tower', 'bright', 'yellow', 'painting']
['sign', 'directions', 'reads', 'city', 'buildings']
['woman', 'brick', 'seat', 'outside', 'person']
['parked', 'car', 'stacked', 'wheel', 'parking']
['smart', 'sign', 'bathroom', 'potatoes', 'cover']
['man', 'posing', 'older', 'smiling', 'takes']
['screen', 'picture', 'showing', 'shot', 'swinging']
['hillside', 'hill', 'town', 'tennis', 'buildings']
['vintage', 'picture', 'photo', 'image', 'black']
['pictures', 'photos', 'picture', 'lays', 'photo']
['signs', 'station', 'picture', 'orange', 'action']
['picture', 'showing', 'bathroom', 'birds', 'vintage']
['showing', 'picture', 'black', 'sky', 'photo']
['player', 'arms', 'air', 'wearing', 'woman']
['pictures', 'colors', 'picture', 'image', 'black']
['flock', 'bush', 'keyboard', 'commuter', 'large']
['sign', 'blue', 'swings', 'sky', 'black']
['vase', 'white', 'black', 'filled', 'sitting']
['sky', 'showing', 'book', 'picture', 'photograph']
['picture', 'birds', 'sky', 'scissors', 'gray']
['sign', 'mouse', 'purple', 'sky', 'beneath']
['keyboard', 'close', 'laptop', 'shot', 'sitting']
['ties', 'man', 'talking', 'american', 'men']
['office', 'fancy', 'gray', 'black', 'silver']
['screen', 'bathroom', 'bright', 'beneath', 'picture']
['woman', 'women', 'phone', 'group', 'people']
['woman', 'blue', 'wearing', 'posing', 'phone']
['suit', 'man', 'picture', 'eyes', 'photo']
['dark', 'showing', 'picture', 'black', 'photo']
['showing', 'picture', 'house', 'alongside', 'hydrant']
['hat', 'cap', 'neck', 'wearing', 'pink']
['woman', 'phone', 'girl', 'picture', 'holding']
['traffic', 'features', 'picture', 'showing', 'blue']
['stacked', 'tan', 'sitting', 'screen', 'shows']
['toddler', 'toys', 'book', 'tv', 'baby']
['dessert', 'wooden', 'food', 'sitting', 'trays']
['picture', 'showing', 'lays', 'ripe', 'bathroom']
['screen', 'showing', 'water', 'single', 'bird']
['sheets', 'wrapped', 'dark', 'cell', 'lights']
['gold', 'flags', 'building', 'roof', 'cars']
['street', 'standing', 'buildings', 'busy', 'man']
['statue', 'smiling', 'picture', 'held', 'sitting']
['man', 'sign', 'signs', 'gear', 'wearing']
['bathroom', 'eyes', 'picture', 'bird', 'office']
['picture', 'pictures', 'photo', 'man', 'standing']
['sky', 'flying', 'airplanes', 'kites', 'harbor']
['sky', 'scissors', 'commercial', 'says', 'closed']
['eyes', 'sleeping', 'jacket', 'dog', 'fun']
['eyes', 'doughnuts', 'cover', 'sign', 'closed']
['shelves', 'bottles', 'vases', 'stuffed', 'shelf']
['animals', 'onions', 'topped', 'different', 'displayed']
['scissors', 'black', 'sign', 'phone', 'picture']
['bunch', 'sign', 'eyes', 'parking', 'large']
['posing', 'man', 'smiling', 'photo', 'picture']
['bush', 'sign', 'screen', 'brick', 'black']
['closed', 'new', 'screen', 'showing', 'smart']
['photo', 'woman', 'girl', 'white', 'black']
['vintage', 'eyes', 'ripe', 'bathroom', 'alongside']
['sign', 'street', 'traffic', 'white', 'signs']
['table', 'meat', 'food', 'garden', 'topped']
['painting', 'picture', 'skateboard', 'photo', 'man']
['posing', 'office', 'tie', 'bathroom', 'man']
['screen', 'showing', 'face', 'laptop', 'dinner']
['bed', 'pillow', 'laying', 'sheets', 'lying']
['pictures', 'surfboard', 'showing', 'tan', 'man']
['scissors', 'electric', 'vintage', 'birds', 'picture']
['black', 'cat', 'sitting', 'open', 'looking']
['group', 'purple', 'people', 'men', 'standing']
['white', 'holding', 'center', 'refrigerator', 'street']
['man', 'suit', 'picture', 'business', 'men']
['man', 'sitting', 'person', 'picture', 'large']
['street', 'overhead', 'traffic', 'park', 'lot']
['reading', 'sign', 'man', 'appears', 'doing']
['man', 'picture', 'talking', 'phone', 'old']
['sign', 'flight', 'french', 'snowboarding', 'showing']
['smiling', 'man', 'posing', 'picture', 'sitting']
['flying', 'white', 'sign', 'road', 'large']
['yellow', 'pastry', 'sitting', 'picture', 'table']
['photo', 'woman', 'holding', 'girl', 'man']
['eyes', 'purple', 'blue', 'bright', 'bathroom']
['blue', 'showing', 'image', 'set', 'center']
['person', 'man', 'holding', 'hand', 'hands']
['court', 'woman', 'ball', 'young', 'holding']
['ball', 'playing', 'air', 'man', 'yellow']
['bird', 'man', 'lays', 'old', 'book']
['held', 'tower', 'skate', 'sky', 'background']
['man', 'photos', 'picture', 'men', 'mouth']
['holding', 'controller', 'giant', 'man', 'standing']
['field', 'grass', 'green', 'hydrant', 'area']
['green', 'blue', 'sitting', 'table', 'cup']
['posing', 'office', 'man', 'camera', 'bathroom']
['pictures', 'picture', 'man', 'people', 'screen']
['dirt', 'lies', 'water', 'sandy', 'stone']
['green', 'tv', 'monitor', 'sitting', 'man']
['bathroom', 'picture', 'cover', 'cellphone', 'phone']
['beach', 'sitting', 'surfboard', 'water', 'surfer']
['sign', 'writing', 'says', 'white', 'black']
['people', 'skateboard', 'skate', 'skateboards', 'skateboarding']
['holding', 'standing', 'adults', 'picture', 'man']
['eyes', 'picture', 'bathroom', 'man', 'takes']
['picture', 'ripe', 'sky', 'showing', 'white']
['people', 'large', 'group', 'crowded', 'bunch']
['bird', 'airplane', 'showing', 'tan', 'animals']
['television', 'tv', 'screen', 'player', 'sign']
['red', 'eyes', 'sign', 'stop', 'commercial']
['man', 'mans', 'short', 'young', 'shirt']
['old', 'broken', 'dirty', 'fence', 'street']
['sign', 'fence', 'wall', 'urinals', 'white']
['man', 'posing', 'poses', 'control', 'picture']
['baseball', 'pictures', 'sitting', 'man', 'people']
['green', 'blue', 'sitting', 'table', 'cup']
['bathroom', 'shorts', 'ripe', 'eyes', 'vegetable']
['dog', 'cute', 'sitting', 'teeth', 'black']
['sign', 'graze', 'farm', 'old', 'beneath']
['yellow', 'wearing', 'orange', 'picture', 'says']
['man', 'photo', 'old', 'wearing', 'black']
['photo', 'posing', 'picture', 'girl', 'woman']
['sign', 'red', 'says', 'reads', 'right']
['people', 'group', 'skating', 'standing', 'snowboard']
['green', 'blue', 'sitting', 'table', 'cup']
['woods', 'showing', 'blue', 'photograph', 'plane']
['gray', 'ripe', 'bathroom', 'office', 'picture']
['screen', 'smart', 'showing', 'picture', 'people']
['sign', 'black', 'dark', 'blurry', 'town']
['ties', 'pictures', 'picture', 'showing', 'eyes']
['field', 'grassy', 'kites', 'animals', 'outdoor']
['sign', 'officer', 'street', 'large', 'city']
['holding', 'eyes', 'showing', 'phone', 'picture']
['man', 'glasses', 'posing', 'people', 'wearing']
['scissors', 'brushing', 'cell', 'person', 'hand']
['parked', 'car', 'white', 'fashioned', 'pick']
['cut', 'woman', 'standing', 'women', 'bears']
['ground', 'device', 'someones', 'sitting', 'rests']
['picture', 'laptop', 'photo', 'showing', 'face']
['showing', 'picture', 'people', 'colors', 'screen']
['picture', 'bright', 'yellow', 'bathroom', 'showing']
['vintage', 'picture', 'silver', 'black', 'sky']
['cars', 'car', 'parking', 'street', 'city']
['graffiti', 'sheet', 'displayed', 'fun', 'covered']
['breakfast', 'store', 'standing', 'wearing', 'sign']
['man', 'posing', 'photo', 'standing', 'wearing']
['sign', 'wall', 'graffiti', 'bed', 'says']
['says', 'appliances', 'smart', 'picture', 'sheep']
['microwave', 'purple', 'color', 'pitcher', 'stack']
['smart', 'potatoes', 'sheep', 'sign', 'blue']
['picture', 'pictures', 'standing', 'people', 'black']
['photo', 'old', 'men', 'standing', 'picture']
['showing', 'photograph', 'different', 'vehicle', 'picture']
['flying', 'book', 'flock', 'hitting', 'screen']
['reads', 'men', 'man', 'people', 'sign']
['girls', 'drawn', 'stuffed', 'picture', 'kites']
['keyboard', 'apple', 'desk', 'sitting', 'desktop']
['boarder', 'sign', 'eyes', 'baseball', 'black']
['scissors', 'black', 'gray', 'sign', 'picture']
['filled', 'sitting', 'cows', 'place', 'lots']
['sign', 'cover', 'train', 'colors', 'blue']
['man', 'camera', 'picture', 'pictures', 'shirt']
['swimming', 'toilet', 'pool', 'grill', 'umbrella']
['cup', 'green', 'model', 'sitting', 'decorated']
['scissors', 'vintage', 'surfer', 'animals', 'carrying']
